gene	R2_batch	R2_group	uniq_batch	uniq_group	dominant
ENSMUSG00000103697	0.1303	0.0947	0.1420	0.1064	batch
ENSMUSG00000084890	0.3596	0.0989	0.3746	0.1139	batch
ENSMUSG00000032968	0.0738	0.0735	0.0807	0.0804	batch
ENSMUSG00000027523	0.7579	0.0050	0.7570	0.0041	batch
ENSMUSG00000046480	0.0062	0.0070	0.0067	0.0075	group
ENSMUSG00000020241	0.1431	0.0741	0.1523	0.0833	batch
ENSMUSG00000118161	0.4402	0.0452	0.4394	0.0444	batch
ENSMUSG00000105814	0.6496	0.0078	0.6584	0.0166	batch
ENSMUSG00000030882	0.0783	0.0561	0.0841	0.0619	batch
ENSMUSG00000004630	0.0029	0.0507	0.0019	0.0498	group
ENSMUSG00000102729	0.4147	0.0725	0.4334	0.0913	batch
ENSMUSG00000027356	0.2449	0.0162	0.2520	0.0233	batch
ENSMUSG00000047976	0.0030	0.0242	0.0036	0.0248	group
ENSMUSG00000030125	0.0152	0.0635	0.0162	0.0645	group
ENSMUSG00000058498	0.1736	0.0588	0.1791	0.0643	batch
ENSMUSG00000025504	0.0001	0.0204	0.0001	0.0204	group
ENSMUSG00000040536	0.3362	0.0137	0.3344	0.0118	batch
ENSMUSG00000060284	0.0334	0.0913	0.0375	0.0954	group
ENSMUSG00000028197	0.1386	0.1733	0.1481	0.1828	group
ENSMUSG00000029304	0.0001	0.1556	0.0001	0.1556	group
ENSMUSG00000034227	0.0191	0.1161	0.0177	0.1147	group
ENSMUSG00000038775	0.1255	0.0292	0.1276	0.0313	batch
ENSMUSG00000031654	0.0344	0.0237	0.0325	0.0218	batch
ENSMUSG00000110043	0.0250	0.0682	0.0236	0.0668	group
ENSMUSG00000036687	0.0045	0.0868	0.0044	0.0867	group
ENSMUSG00000074733	0.1774	0.0925	0.1891	0.1043	batch
ENSMUSG00000038718	0.0756	0.0654	0.0760	0.0658	batch
ENSMUSG00000074486	0.0414	0.1337	0.0371	0.1293	group
ENSMUSG00000109006	0.0038	0.0056	0.0037	0.0055	group
ENSMUSG00000037341	0.0558	0.0212	0.0546	0.0199	batch
ENSMUSG00000030862	0.0169	0.0345	0.0169	0.0346	group
ENSMUSG00000061589	0.1258	0.1485	0.1393	0.1621	group
ENSMUSG00000105368	0.0489	0.1870	0.0586	0.1967	group
ENSMUSG00000025409	0.2203	0.1208	0.2357	0.1363	batch
ENSMUSG00000072294	0.0046	0.0135	0.0054	0.0144	group
ENSMUSG00000117310	0.7733	0.0044	0.7696	0.0007	batch
ENSMUSG00000053819	0.2855	0.0374	0.2757	0.0276	batch
ENSMUSG00000030270	0.0295	0.0081	0.0291	0.0077	batch
ENSMUSG00000059851	0.0459	0.1939	0.0557	0.2037	group
ENSMUSG00000110332	0.1266	0.0874	0.1283	0.0891	batch
ENSMUSG00000061436	0.0156	0.0244	0.0176	0.0264	group
ENSMUSG00000024610	0.0002	0.0340	0.0003	0.0341	group
ENSMUSG00000092274	0.0626	0.0723	0.0697	0.0794	group
ENSMUSG00000020799	0.0340	0.1687	0.0340	0.1687	group
ENSMUSG00000028753	0.0004	0.1294	0.0003	0.1293	group
ENSMUSG00000106944	0.1457	0.1587	0.1613	0.1744	group
ENSMUSG00000114230	0.2297	0.0274	0.2371	0.0348	batch
ENSMUSG00000035413	0.0369	0.0301	0.0374	0.0307	batch
ENSMUSG00000041354	0.0728	0.1232	0.0819	0.1324	group
ENSMUSG00000039110	0.0000	0.0817	0.0000	0.0817	group
ENSMUSG00000059898	0.1631	0.0256	0.1640	0.0264	batch
ENSMUSG00000022475	0.1368	0.0808	0.1460	0.0900	batch
ENSMUSG00000051951	0.0023	0.0321	0.0015	0.0314	group
ENSMUSG00000046192	0.0190	0.1352	0.0171	0.1333	group
ENSMUSG00000067578	0.1434	0.0250	0.1380	0.0197	batch
ENSMUSG00000072647	0.1215	0.1473	0.1359	0.1617	group
ENSMUSG00000023067	0.2158	0.0490	0.2225	0.0557	batch
ENSMUSG00000019817	0.1361	0.0068	0.1393	0.0100	batch
ENSMUSG00000040373	0.0299	0.0044	0.0309	0.0054	batch
ENSMUSG00000047021	0.0895	0.0541	0.0944	0.0589	batch
ENSMUSG00000001506	0.0120	0.2561	0.0171	0.2612	group
ENSMUSG00000078958	0.1111	0.0532	0.1082	0.0502	batch
ENSMUSG00000036814	0.1005	0.0129	0.1035	0.0159	batch
ENSMUSG00000039481	0.3415	0.0158	0.3458	0.0201	batch
ENSMUSG00000002007	0.1089	0.1580	0.1217	0.1707	group
ENSMUSG00000035967	0.1602	0.1468	0.1763	0.1629	batch
ENSMUSG00000048612	0.0000	0.0701	0.0001	0.0702	group
ENSMUSG00000064280	0.0314	0.1817	0.0319	0.1822	group
ENSMUSG00000043923	0.0872	0.1234	0.0957	0.1319	group
ENSMUSG00000040372	0.0262	0.0425	0.0236	0.0398	group
ENSMUSG00000041710	0.0208	0.0516	0.0179	0.0488	group
ENSMUSG00000001444	0.0460	0.0917	0.0492	0.0949	group
ENSMUSG00000063975	0.0036	0.0574	0.0037	0.0575	group
ENSMUSG00000037593	0.1923	0.0243	0.1995	0.0315	batch
ENSMUSG00000056501	0.8051	0.0029	0.8050	0.0027	batch
ENSMUSG00002075188	0.2654	0.1523	0.2872	0.1741	batch
ENSMUSG00000016356	0.0795	0.0838	0.0881	0.0923	group
ENSMUSG00000083863	0.6032	0.0528	0.6210	0.0706	batch
ENSMUSG00000030551	0.0072	0.0063	0.0066	0.0057	batch
ENSMUSG00000020732	0.0444	0.0333	0.0432	0.0320	batch
ENSMUSG00000098188	0.0176	0.0719	0.0192	0.0734	group
ENSMUSG00000078922	0.0225	0.0726	0.0246	0.0747	group
ENSMUSG00000047139	0.0582	0.0342	0.0614	0.0374	batch
ENSMUSG00000042793	0.0953	0.1590	0.0987	0.1625	group
ENSMUSG00000118667	0.0398	0.0653	0.0442	0.0698	group
ENSMUSG00000032338	0.0375	0.0336	0.0368	0.0330	batch
ENSMUSG00000095079	0.0346	0.0738	0.0314	0.0706	group
ENSMUSG00000032525	0.0937	0.1392	0.1056	0.1511	group
ENSMUSG00000054976	0.6095	0.0098	0.6158	0.0161	batch
ENSMUSG00000022150	0.0389	0.0324	0.0414	0.0349	batch
ENSMUSG00000030123	0.2318	0.0296	0.2272	0.0250	batch
ENSMUSG00000020953	0.0038	0.0558	0.0038	0.0558	group
ENSMUSG00000063415	0.0924	0.0052	0.0947	0.0076	batch
ENSMUSG00000038526	0.0055	0.1154	0.0060	0.1159	group
ENSMUSG00000033590	0.0481	0.0220	0.0517	0.0256	batch
ENSMUSG00000059326	0.1076	0.1291	0.1183	0.1398	group
ENSMUSG00000113328	0.1122	0.1562	0.1261	0.1700	group
ENSMUSG00000041180	0.0009	0.0201	0.0005	0.0198	group
ENSMUSG00000004951	0.3933	0.1290	0.3765	0.1121	batch
ENSMUSG00000020125	0.0333	0.0603	0.0312	0.0582	group
ENSMUSG00000037474	0.2452	0.0023	0.2441	0.0013	batch
ENSMUSG00000090053	0.0240	0.0294	0.0266	0.0321	group
ENSMUSG00000031504	0.0241	0.0714	0.0240	0.0713	group
ENSMUSG00000047990	0.2731	0.0009	0.2730	0.0008	batch
ENSMUSG00000116560	0.0261	0.0074	0.0248	0.0061	batch
ENSMUSG00000093460	0.0002	0.0743	0.0008	0.0749	group
ENSMUSG00000074825	0.0018	0.0941	0.0021	0.0944	group
ENSMUSG00000004328	0.0907	0.1097	0.0927	0.1117	group
ENSMUSG00000028246	0.0030	0.0391	0.0022	0.0382	group
ENSMUSG00000074489	0.0452	0.0936	0.0510	0.0994	group
ENSMUSG00000067860	0.0121	0.0143	0.0114	0.0136	group
ENSMUSG00000030043	0.0181	0.0606	0.0153	0.0579	group
ENSMUSG00000051043	0.0137	0.0854	0.0146	0.0863	group
ENSMUSG00000063260	0.0002	0.0103	0.0001	0.0103	group
ENSMUSG00000102976	0.3631	0.0449	0.3770	0.0588	batch
ENSMUSG00000045871	0.0216	0.0084	0.0225	0.0093	batch
ENSMUSG00000104033	0.5809	0.0556	0.5995	0.0742	batch
ENSMUSG00000002227	0.0816	0.0760	0.0894	0.0838	batch
ENSMUSG00000116812	0.0249	0.0077	0.0236	0.0064	batch
ENSMUSG00000040940	0.1085	0.1341	0.1205	0.1461	group
ENSMUSG00000074227	0.0178	0.0322	0.0198	0.0342	group
ENSMUSG00000031189	0.0425	0.0232	0.0396	0.0203	batch
ENSMUSG00000104399	0.1326	0.1141	0.1444	0.1259	batch
ENSMUSG00000047496	0.0129	0.0096	0.0141	0.0108	batch
ENSMUSG00000002588	0.0061	0.0620	0.0054	0.0613	group
ENSMUSG00000092090	0.0901	0.0630	0.0981	0.0710	batch
ENSMUSG00000015090	0.0008	0.0470	0.0006	0.0467	group
ENSMUSG00000048721	0.1161	0.1706	0.1045	0.1590	group
ENSMUSG00000090210	0.0021	0.1263	0.0039	0.1281	group
ENSMUSG00000101939	0.6752	0.0007	0.6789	0.0044	batch
ENSMUSG00000057836	0.0227	0.0668	0.0211	0.0651	group
ENSMUSG00000020912	0.2104	0.0658	0.2005	0.0559	batch
ENSMUSG00000034258	0.0139	0.0567	0.0157	0.0585	group
ENSMUSG00000036502	0.0228	0.0470	0.0197	0.0438	group
ENSMUSG00000040624	0.0108	0.0371	0.0098	0.0361	group
ENSMUSG00000071337	0.3017	0.1416	0.3217	0.1616	batch
ENSMUSG00000029335	0.2168	0.0033	0.2162	0.0028	batch
ENSMUSG00000064360	0.6736	0.0007	0.6774	0.0044	batch
ENSMUSG00000103183	0.1596	0.0601	0.1673	0.0678	batch
ENSMUSG00000103983	0.1964	0.1897	0.2152	0.2085	batch
ENSMUSG00000118462	0.0008	0.0426	0.0007	0.0425	group
ENSMUSG00000026414	0.1810	0.0023	0.1795	0.0007	batch
ENSMUSG00000103482	0.0687	0.0587	0.0733	0.0634	batch
ENSMUSG00000015377	0.1080	0.0935	0.1169	0.1023	batch
ENSMUSG00000117465	0.0517	0.1188	0.0561	0.1232	group
ENSMUSG00000005899	0.0724	0.1339	0.0816	0.1432	group
ENSMUSG00000040690	0.1430	0.1819	0.1546	0.1935	group
ENSMUSG00000040434	0.0183	0.1168	0.0183	0.1168	group
ENSMUSG00000036281	0.1341	0.0605	0.1421	0.0684	batch
ENSMUSG00000104156	0.1328	0.1622	0.1485	0.1779	group
ENSMUSG00000073016	0.0227	0.0475	0.0195	0.0443	group
ENSMUSG00000003476	0.0090	0.0695	0.0080	0.0685	group
ENSMUSG00000060429	0.0060	0.0365	0.0062	0.0368	group
ENSMUSG00000087022	0.3661	0.0025	0.3658	0.0021	batch
ENSMUSG00000030108	0.0351	0.0467	0.0387	0.0503	group
ENSMUSG00000036395	0.0016	0.0630	0.0016	0.0631	group
ENSMUSG00000045573	0.0363	0.0945	0.0340	0.0923	group
ENSMUSG00000010136	0.0263	0.1497	0.0274	0.1508	group
ENSMUSG00000029334	0.1524	0.0071	0.1497	0.0043	batch
ENSMUSG00000034275	0.2048	0.0934	0.2198	0.1084	batch
ENSMUSG00000030898	0.2037	0.0220	0.1990	0.0173	batch
ENSMUSG00000089736	0.1444	0.0987	0.1568	0.1111	batch
ENSMUSG00000044712	0.1120	0.1468	0.1229	0.1577	group
ENSMUSG00000031488	0.0025	0.0723	0.0026	0.0725	group
ENSMUSG00000097182	0.0446	0.0016	0.0455	0.0025	batch
ENSMUSG00000048004	0.6996	0.0009	0.7040	0.0053	batch
ENSMUSG00000030047	0.1200	0.0021	0.1218	0.0039	batch
ENSMUSG00000004626	0.1334	0.0653	0.1420	0.0739	batch
ENSMUSG00000018844	0.0030	0.2575	0.0058	0.2603	group
ENSMUSG00000030002	0.1113	0.2119	0.1269	0.2276	group
ENSMUSG00000064345	0.6412	0.0228	0.6544	0.0360	batch
ENSMUSG00000040938	0.1019	0.0703	0.1084	0.0769	batch
ENSMUSG00000001930	0.0026	0.0658	0.0030	0.0662	group
ENSMUSG00000027896	0.1326	0.0302	0.1388	0.0364	batch
ENSMUSG00000022762	0.0506	0.0038	0.0510	0.0041	batch
ENSMUSG00000116305	0.0574	0.0928	0.0612	0.0966	group
ENSMUSG00000113536	0.1037	0.0578	0.1116	0.0657	batch
ENSMUSG00000049148	0.0007	0.0485	0.0004	0.0482	group
ENSMUSG00000038048	0.0001	0.0877	0.0004	0.0880	group
ENSMUSG00000113216	0.1975	0.0331	0.2042	0.0399	batch
ENSMUSG00000013584	0.0618	0.0196	0.0626	0.0203	batch
ENSMUSG00000058147	0.0536	0.0681	0.0505	0.0650	group
ENSMUSG00000115138	0.0605	0.0566	0.0665	0.0626	batch
ENSMUSG00000019232	0.0266	0.0313	0.0295	0.0342	group
ENSMUSG00000047907	0.0205	0.0055	0.0196	0.0047	batch
ENSMUSG00000087528	0.0739	0.1306	0.0834	0.1401	group
ENSMUSG00000008999	0.0526	0.0256	0.0554	0.0284	batch
ENSMUSG00000117113	0.1590	0.2179	0.1756	0.2345	group
ENSMUSG00000039997	0.0006	0.2238	0.0024	0.2256	group
ENSMUSG00000035597	0.2505	0.1681	0.2722	0.1898	batch
ENSMUSG00000025188	0.1353	0.0594	0.1432	0.0672	batch
ENSMUSG00000085886	0.1888	0.1442	0.2067	0.1621	batch
ENSMUSG00000039943	0.0050	0.0029	0.0049	0.0028	batch
ENSMUSG00000050211	0.3459	0.0742	0.3326	0.0609	batch
ENSMUSG00000006014	0.1781	0.0039	0.1772	0.0030	batch
ENSMUSG00000097636	0.0272	0.0677	0.0303	0.0708	group
ENSMUSG00000033762	0.0100	0.2452	0.0059	0.2411	group
ENSMUSG00000062151	0.0098	0.0618	0.0074	0.0595	group
ENSMUSG00000023473	0.1026	0.1625	0.1153	0.1752	group
ENSMUSG00000021390	0.0788	0.0607	0.0860	0.0678	batch
ENSMUSG00000118642	0.0176	0.0682	0.0150	0.0656	group
ENSMUSG00000062949	0.1466	0.0632	0.1564	0.0730	batch
ENSMUSG00000062542	0.0017	0.0610	0.0028	0.0621	group
ENSMUSG00000044279	0.0039	0.0492	0.0038	0.0492	group
ENSMUSG00000007888	0.1680	0.0374	0.1609	0.0303	batch
ENSMUSG00000022861	0.0997	0.0341	0.0947	0.0291	batch
ENSMUSG00000021303	0.1157	0.0730	0.1163	0.0736	batch
ENSMUSG00000067736	0.3200	0.0448	0.3325	0.0573	batch
ENSMUSG00000052212	0.0408	0.0555	0.0388	0.0535	group
ENSMUSG00000025903	0.7562	0.0102	0.7642	0.0182	batch
ENSMUSG00000107577	0.0840	0.1826	0.0954	0.1940	group
ENSMUSG00000068117	0.1927	0.0160	0.1876	0.0109	batch
ENSMUSG00000085181	0.4599	0.0158	0.4672	0.0231	batch
ENSMUSG00000010175	0.0003	0.0452	0.0000	0.0450	group
ENSMUSG00000065947	0.3104	0.0458	0.3229	0.0583	batch
ENSMUSG00000020385	0.2684	0.1135	0.2846	0.1296	batch
ENSMUSG00000085779	0.1107	0.0799	0.1182	0.0873	batch
ENSMUSG00000046613	0.1431	0.0354	0.1483	0.0406	batch
ENSMUSG00000055373	0.6790	0.0264	0.6935	0.0409	batch
ENSMUSG00000031722	0.0642	0.0420	0.0624	0.0402	batch
ENSMUSG00000027965	0.5348	0.0158	0.5336	0.0147	batch
ENSMUSG00000086753	0.0823	0.1596	0.0922	0.1694	group
ENSMUSG00000100213	0.3440	0.0093	0.3496	0.0149	batch
ENSMUSG00000048038	0.0989	0.0807	0.1005	0.0823	batch
ENSMUSG00000033383	0.0506	0.0658	0.0554	0.0705	group
ENSMUSG00000059674	0.0146	0.1361	0.0112	0.1328	group
ENSMUSG00000033740	0.0675	0.0573	0.0624	0.0522	batch
ENSMUSG00000101599	0.2082	0.0608	0.2164	0.0690	batch
ENSMUSG00000092540	0.0001	0.0962	0.0000	0.0961	group
ENSMUSG00000001348	0.0582	0.0211	0.0581	0.0210	batch
ENSMUSG00000021647	0.0299	0.1786	0.0238	0.1725	group
ENSMUSG00000025278	0.0737	0.1667	0.0849	0.1778	group
ENSMUSG00000039095	0.1197	0.0018	0.1196	0.0017	batch
ENSMUSG00000046982	0.1943	0.0419	0.1960	0.0436	batch
ENSMUSG00000031285	0.3421	0.1111	0.3544	0.1233	batch
ENSMUSG00000031502	0.1728	0.1648	0.1902	0.1822	batch
ENSMUSG00000106943	0.0228	0.0957	0.0266	0.0995	group
ENSMUSG00000015970	0.0031	0.0898	0.0046	0.0913	group
ENSMUSG00000038370	0.0099	0.0059	0.0094	0.0055	batch
ENSMUSG00000051166	0.1399	0.1518	0.1548	0.1668	group
ENSMUSG00000011154	0.0176	0.1909	0.0170	0.1903	group
ENSMUSG00000037279	0.0462	0.0353	0.0424	0.0315	batch
ENSMUSG00000048483	0.1715	0.0185	0.1662	0.0132	batch
ENSMUSG00000026042	0.0435	0.1911	0.0530	0.2006	group
ENSMUSG00000023943	0.0009	0.0860	0.0006	0.0857	group
ENSMUSG00000026072	0.0040	0.0612	0.0026	0.0597	group
ENSMUSG00000023826	0.1116	0.0346	0.1177	0.0407	batch
ENSMUSG00000017754	0.0013	0.0428	0.0014	0.0429	group
ENSMUSG00000043872	0.0213	0.1509	0.0272	0.1568	group
ENSMUSG00000028012	0.0113	0.0416	0.0118	0.0421	group
ENSMUSG00000070644	0.0972	0.0556	0.0902	0.0486	batch
ENSMUSG00000041653	0.1504	0.0630	0.1609	0.0736	batch
ENSMUSG00000118859	0.2656	0.2321	0.2414	0.2079	batch
ENSMUSG00000047606	0.0270	0.0093	0.0284	0.0107	batch
ENSMUSG00000027270	0.1211	0.0015	0.1218	0.0023	batch
ENSMUSG00000042010	0.0132	0.0246	0.0122	0.0236	group
ENSMUSG00000118837	0.2798	0.2282	0.2552	0.2036	batch
ENSMUSG00000119892	0.2755	0.2312	0.2509	0.2066	batch
ENSMUSG00000118718	0.2755	0.2312	0.2509	0.2066	batch
ENSMUSG00000106746	0.8385	0.0032	0.8373	0.0020	batch
ENSMUSG00000091898	0.0142	0.0027	0.0142	0.0027	batch
ENSMUSG00000031980	0.1681	0.0808	0.1804	0.0932	batch
ENSMUSG00000026141	0.0864	0.1538	0.0986	0.1660	group
ENSMUSG00000006958	0.0027	0.1276	0.0047	0.1297	group
ENSMUSG00000113055	0.1354	0.0326	0.1403	0.0375	batch
ENSMUSG00000005583	0.4683	0.0037	0.4704	0.0058	batch
ENSMUSG00000024330	0.0057	0.1470	0.0087	0.1500	group
ENSMUSG00000117254	0.0172	0.0765	0.0138	0.0731	group
ENSMUSG00000119776	0.2839	0.2496	0.2580	0.2237	batch
ENSMUSG00000025348	0.0012	0.0673	0.0023	0.0684	group
ENSMUSG00000057440	0.0196	0.0272	0.0212	0.0288	group
ENSMUSG00000110206	0.0887	0.1013	0.0987	0.1113	group
ENSMUSG00000102697	0.0406	0.0225	0.0411	0.0230	batch
ENSMUSG00000078747	0.1236	0.0693	0.1312	0.0768	batch
ENSMUSG00000005893	0.0054	0.0175	0.0047	0.0168	group
ENSMUSG00000037014	0.0448	0.0372	0.0413	0.0338	batch
ENSMUSG00000025006	0.0623	0.0040	0.0617	0.0034	batch
ENSMUSG00000085828	0.0364	0.1004	0.0427	0.1067	group
ENSMUSG00000079355	0.0076	0.0584	0.0065	0.0573	group
ENSMUSG00000045648	0.0666	0.0122	0.0656	0.0112	batch
ENSMUSG00000042473	0.0396	0.0025	0.0387	0.0017	batch
ENSMUSG00000034295	0.1342	0.0255	0.1295	0.0208	batch
ENSMUSG00000105881	0.3309	0.0636	0.3464	0.0790	batch
ENSMUSG00000099871	0.0267	0.0707	0.0311	0.0751	group
ENSMUSG00000035200	0.0339	0.0017	0.0347	0.0025	batch
ENSMUSG00000103364	0.0028	0.0875	0.0038	0.0886	group
ENSMUSG00000053964	0.1252	0.1377	0.1373	0.1498	group
ENSMUSG00000035431	0.0779	0.0373	0.0830	0.0424	batch
ENSMUSG00000033585	0.0002	0.2225	0.0015	0.2238	group
ENSMUSG00000078921	0.0236	0.0479	0.0254	0.0496	group
ENSMUSG00000020473	0.0497	0.0630	0.0556	0.0690	group
ENSMUSG00000090272	0.0185	0.1495	0.0137	0.1447	group
ENSMUSG00000086544	0.1387	0.1109	0.1518	0.1240	batch
ENSMUSG00000026479	0.1363	0.0154	0.1353	0.0145	batch
ENSMUSG00000043621	0.0168	0.1165	0.0169	0.1167	group
ENSMUSG00000031375	0.0000	0.0288	0.0000	0.0288	group
ENSMUSG00000085609	0.0036	0.0069	0.0040	0.0073	group
ENSMUSG00000032278	0.0100	0.0064	0.0099	0.0062	batch
ENSMUSG00000005124	0.1766	0.0189	0.1794	0.0217	batch
ENSMUSG00000054986	0.3544	0.0412	0.3449	0.0317	batch
ENSMUSG00000063663	0.2042	0.0833	0.2154	0.0945	batch
ENSMUSG00000047959	0.0372	0.0143	0.0350	0.0121	batch
ENSMUSG00000014782	0.0240	0.1372	0.0292	0.1424	group
ENSMUSG00000027297	0.0663	0.0628	0.0714	0.0679	batch
ENSMUSG00000033685	0.0033	0.0426	0.0024	0.0417	group
ENSMUSG00000028776	0.0047	0.0364	0.0059	0.0376	group
ENSMUSG00000001023	0.0546	0.1065	0.0592	0.1110	group
ENSMUSG00000059854	0.0091	0.1110	0.0095	0.1114	group
ENSMUSG00000026463	0.3173	0.0170	0.3108	0.0105	batch
ENSMUSG00000097375	0.2508	0.0862	0.2656	0.1010	batch
ENSMUSG00000034551	0.3379	0.0536	0.3524	0.0681	batch
ENSMUSG00000072568	0.0161	0.0602	0.0167	0.0607	group
ENSMUSG00000031328	0.0621	0.1944	0.0739	0.2061	group
ENSMUSG00000090386	0.3091	0.0332	0.3198	0.0439	batch
ENSMUSG00000002228	0.1057	0.1078	0.1091	0.1112	group
ENSMUSG00000015401	0.0259	0.0894	0.0258	0.0894	group
ENSMUSG00000022769	0.3871	0.1071	0.3689	0.0889	batch
ENSMUSG00000097248	0.0588	0.0589	0.0545	0.0546	group
ENSMUSG00000062438	0.1624	0.0989	0.1753	0.1117	batch
ENSMUSG00000021981	0.0000	0.0675	0.0000	0.0675	group
ENSMUSG00000114147	0.0351	0.0193	0.0326	0.0168	batch
ENSMUSG00000074415	0.2327	0.1295	0.2499	0.1466	batch
ENSMUSG00000016150	0.0176	0.0172	0.0169	0.0165	batch
ENSMUSG00000021187	0.0739	0.0740	0.0778	0.0779	group
ENSMUSG00000105345	0.0701	0.0931	0.0780	0.1010	group
ENSMUSG00000022801	0.0000	0.0800	0.0005	0.0804	group
ENSMUSG00000039218	0.2197	0.1275	0.2362	0.1440	batch
ENSMUSG00000022805	0.0112	0.1072	0.0122	0.1082	group
ENSMUSG00000035236	0.5698	0.0411	0.5842	0.0555	batch
ENSMUSG00000046321	0.0364	0.0024	0.0358	0.0018	batch
ENSMUSG00000030413	0.0430	0.1860	0.0422	0.1851	group
ENSMUSG00000110924	0.0926	0.0068	0.0954	0.0096	batch
ENSMUSG00000061524	0.0312	0.0092	0.0297	0.0078	batch
ENSMUSG00000068859	0.0011	0.0597	0.0008	0.0594	group
ENSMUSG00000064115	0.7201	0.0277	0.7364	0.0440	batch
ENSMUSG00000075225	0.0185	0.0798	0.0196	0.0809	group
ENSMUSG00000034361	0.1096	0.0513	0.1125	0.0542	batch
ENSMUSG00000053093	0.0008	0.0871	0.0017	0.0881	group
ENSMUSG00000098051	0.1271	0.1015	0.1372	0.1116	batch
ENSMUSG00000028307	0.0980	0.0917	0.1077	0.1015	batch
ENSMUSG00000031389	0.0237	0.2168	0.0294	0.2224	group
ENSMUSG00000087396	0.0441	0.0537	0.0483	0.0579	group
ENSMUSG00000005580	0.0220	0.0280	0.0201	0.0262	group
ENSMUSG00000035258	0.4094	0.0096	0.4090	0.0092	batch
ENSMUSG00000001435	0.0001	0.0787	0.0006	0.0791	group
ENSMUSG00000044317	0.0126	0.1562	0.0124	0.1560	group
ENSMUSG00000023232	0.0350	0.1197	0.0294	0.1141	group
ENSMUSG00000020186	0.0523	0.0585	0.0555	0.0616	group
ENSMUSG00000090031	0.2363	0.1017	0.2527	0.1182	batch
ENSMUSG00000109321	0.4287	0.0885	0.4463	0.1061	batch
ENSMUSG00000100147	0.0030	0.0507	0.0039	0.0516	group
ENSMUSG00000031842	0.0281	0.1075	0.0340	0.1134	group
ENSMUSG00000071550	0.0105	0.1156	0.0131	0.1182	group
ENSMUSG00000110317	0.1829	0.1174	0.1971	0.1315	batch
ENSMUSG00000096850	0.0005	0.0154	0.0003	0.0152	group
ENSMUSG00000074766	0.6916	0.0045	0.6898	0.0027	batch
ENSMUSG00000090785	0.0042	0.1532	0.0068	0.1559	group
ENSMUSG00000020044	0.0013	0.0035	0.0015	0.0037	group
ENSMUSG00000030660	0.0015	0.0214	0.0010	0.0209	group
ENSMUSG00000024869	0.1435	0.1051	0.1545	0.1161	batch
ENSMUSG00000119895	0.2741	0.2407	0.2493	0.2159	batch
ENSMUSG00000050063	0.1737	0.0512	0.1816	0.0591	batch
ENSMUSG00000029206	0.0543	0.1257	0.0632	0.1346	group
ENSMUSG00000000948	0.5513	0.0126	0.5556	0.0169	batch
ENSMUSG00000030409	0.0269	0.2064	0.0347	0.2142	group
ENSMUSG00000031274	0.0040	0.0681	0.0059	0.0700	group
ENSMUSG00000025019	0.0070	0.0657	0.0086	0.0673	group
ENSMUSG00000076490	0.0109	0.0051	0.0104	0.0046	batch
ENSMUSG00000065701	0.3913	0.2027	0.3638	0.1753	batch
ENSMUSG00000031095	0.0035	0.0319	0.0032	0.0316	group
ENSMUSG00000005611	0.0019	0.0701	0.0012	0.0694	group
ENSMUSG00000058740	0.1913	0.0467	0.1980	0.0534	batch
ENSMUSG00000027985	0.0052	0.0199	0.0048	0.0195	group
ENSMUSG00000085565	0.0461	0.0020	0.0463	0.0022	batch
ENSMUSG00000039714	0.0704	0.0378	0.0659	0.0333	batch
ENSMUSG00000036594	0.0001	0.0175	0.0003	0.0177	group
ENSMUSG00000044098	0.0137	0.0063	0.0146	0.0072	batch
ENSMUSG00000036907	0.0908	0.0006	0.0909	0.0008	batch
ENSMUSG00000004677	0.0642	0.1579	0.0742	0.1678	group
ENSMUSG00000001504	0.0344	0.0823	0.0402	0.0880	group
ENSMUSG00000042138	0.1189	0.1544	0.1319	0.1675	group
ENSMUSG00000001249	0.0000	0.1087	0.0005	0.1092	group
ENSMUSG00000032517	0.0283	0.0322	0.0315	0.0354	group
ENSMUSG00000070803	0.0028	0.0371	0.0020	0.0364	group
ENSMUSG00000040187	0.1036	0.1608	0.1169	0.1740	group
ENSMUSG00000028172	0.0004	0.0500	0.0002	0.0498	group
ENSMUSG00000024998	0.0414	0.0163	0.0408	0.0157	batch
ENSMUSG00000027360	0.1207	0.0332	0.1217	0.0343	batch
ENSMUSG00000029026	0.0179	0.1227	0.0166	0.1214	group
ENSMUSG00000025262	0.0242	0.0092	0.0230	0.0080	batch
ENSMUSG00000033542	0.0408	0.0468	0.0427	0.0487	group
ENSMUSG00000118458	0.2106	0.0151	0.2153	0.0197	batch
ENSMUSG00000047996	0.4875	0.0251	0.4957	0.0333	batch
ENSMUSG00000086095	0.2375	0.0771	0.2523	0.0919	batch
ENSMUSG00000057378	0.0066	0.1862	0.0107	0.1903	group
ENSMUSG00000044055	0.0000	0.0319	0.0000	0.0318	group
ENSMUSG00000015843	0.0034	0.0097	0.0028	0.0091	group
ENSMUSG00000047643	0.0331	0.0023	0.0331	0.0022	batch
ENSMUSG00000045991	0.0910	0.1160	0.1012	0.1261	group
ENSMUSG00000074934	0.0000	0.0161	0.0000	0.0161	group
ENSMUSG00000047793	0.1293	0.0528	0.1383	0.0618	batch
ENSMUSG00000038843	0.0342	0.0481	0.0385	0.0524	group
ENSMUSG00000066687	0.0062	0.0618	0.0081	0.0637	group
ENSMUSG00000118661	0.1385	0.0202	0.1419	0.0236	batch
